customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
93872,@SpotifyCares I use Firefox Quantum on Mac OS Sierra version 10.12.6 on a late 2009 iMac desktop. Fairly often Spotify just won't let me play any music. I have to totally close Spotify and re-login for it to work again. Sometimes a browser reset is also necessary. Thanks for looking into this.,93874,@136357 Got it. Do you get any error messages? Does the issue happen with all tracks or playlists? Try using a private window or a different browser. Let us know if it does the same thing /CO,I use Firefox Quantum on Mac OS Sierra version 10.12.6 on a late 2009 iMac desktop. Fairly often Spotify just won't let me play any music. I have to totally close Spotify and re-login for it to work again. Sometimes a browser reset is also necessary. Thanks for looking into this.,Got it. Do you get any error messages? Does the issue happen with all tracks or playlists? Try using a private window or a different browser. Let us know if it does the same thing /CO,Playback_Issue
95797,"@SpotifyCares Hey so this is the third time this happens, out of nowhere all my downloads disappear. ☹️ I went to listen to music offline today and found that I couldn't because they were all gone.",95795,"@136856 Hey Adrian, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /SY","Hey so this is the third time this happens, out of nowhere all my downloads disappear. ☹️ I went to listen to music offline today and found that I couldn't because they were all gone.","Hey Adrian, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /SY",Downloads_Offline
95817,@5606 have been charged twice $9.99 for a personal account when I want a family account for $14.99. Can you fix this...acct Cervelott,95816,@136859 Hi David! We've just sent a DM your way. Let's carry on chatting there /AU,have been charged twice $9.99 for a personal account when I want a family account for $14.99. Can you fix this...acct Cervelott,Hi David! We've just sent a DM your way. Let's carry on chatting there /AU,Payment_Refund
97671,"Yo @SpotifyCares when will the shuffle finally get fixed. I'm so done with this like other thousands of people and after 2,5 years there is still no fix. Is there a fix coming in the short term or do we really need to start using other services, cause tbh i like sportify way more",97669,@137384 Hi there! Sorry to hear you feel that way. We’ve made some changes to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/AdMgwOmTIH /XF,"Yo when will the shuffle finally get fixed. I'm so done with this like other thousands of people and after 2,5 years there is still no fix. Is there a fix coming in the short term or do we really need to start using other services, cause tbh i like sportify way more",Hi there! Sorry to hear you feel that way. We’ve made some changes to our shuffle algorithm. We’d love to hear your feedback here: /XF,Playback_Issue
97674,"@SpotifyCares Yes, I'm still having this issue, I can't log in with my spotify account but I can log in with my Facebook account.",97672,@137386 Sorry to hear you're still having troubles. Does restarting your device help at all? Keep us posted /VV https://t.co/ldFdZRiNAt,"Yes, I'm still having this issue, I can't log in with my spotify account but I can log in with my Facebook account.",Sorry to hear you're still having troubles. Does restarting your device help at all? Keep us posted /VV,Login_Issue
97677,@115888 Can you please update us on how long these problems will take to fix? I still can't log in due to them :/,97676,@137386 Hey! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /NQ,Can you please update us on how long these problems will take to fix? I still can't log in due to them :/,Hey! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /NQ,Login_Issue
100116,"@SpotifyCares My Spotify computer app has legit said ""offline"" for 4 months and every attempt that customer service has attempted has failed miserably.",100118,@137938 Thanks. Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt,"My Spotify computer app has legit said ""offline"" for 4 months and every attempt that customer service has attempted has failed miserably.",Thanks. Can you DM us your account's username or email address? We'll check backstage /NG,Downloads_Offline
100146,"@SpotifyCares @137949 I keep getting the message ""cannot play ... the connection to Spotify was lost"", what's going on?",100144,"@137948 Hey Anthony, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI","I keep getting the message ""cannot play ... the connection to Spotify was lost"", what's going on?","Hey Anthony, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI",Playback_Issue
100176,"@117153 Looks like you're down again today, won't play on my desktop in Chrome or Firefox.",100175,"@137957 Hey there, help's here! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /TX","Looks like you're down again today, won't play on my desktop in Chrome or Firefox.","Hey there, help's here! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /TX",Playback_Issue
100193,@117153 is there an issue with linking to Sonos? It won't play via Sonos or let me reauthorise!!!,100192,@137958 Hey there! Can you DM us your account's email address? We'll take a look backstage /LM,is there an issue with linking to Sonos? It won't play via Sonos or let me reauthorise!!!,Hey there! Can you DM us your account's email address? We'll take a look backstage /LM,Playback_Issue
102218,@SpotifyCares someone hacked my account. Any help on how to change my e-mail address back?,102217,"@138417 Hey Chris, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",someone hacked my account. Any help on how to change my e-mail address back?,"Hey Chris, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",Account_Security
104094,@117153 You Just Cheated Me Out Of A $10 Spotify Card And Now I Want My Refund Back Right Now.,104092,@138947 We've just sent a DM your way. Let's carry on chatting there /CG,You Just Cheated Me Out Of A $10 Spotify Card And Now I Want My Refund Back Right Now.,We've just sent a DM your way. Let's carry on chatting there /CG,Payment_Refund
104129,@SpotifyCares this is getting a bit ridiculous now tbh every morning i go onto my account ALL of my previous downloaded albums aren't downloaded anymore meaning i can't listen offline. why am i paying for this shit? does spotify really care?,104128,"@138956 Hey, that's not cool! Could you DM us your account's email address so we can check backstage? Sending us your device's make/model and the versions of its OS and the app would be helpful too /FJ https://t.co/ldFdZRiNAt",this is getting a bit ridiculous now tbh every morning i go onto my account ALL of my previous downloaded albums aren't downloaded anymore meaning i can't listen offline. why am i paying for this shit? does spotify really care?,"Hey, that's not cool! Could you DM us your account's email address so we can check backstage? Sending us your device's make/model and the versions of its OS and the app would be helpful too /FJ",Downloads_Offline
